,kor,no,url,part,video_sec
15930,양옥,3601,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233041/MOV000244848_700X466.mp4,,10.24
15931,양육,2781,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630746/MOV000245594_700X466.mp4,,4.31
15932,양육,9346,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630742/MOV000249360_700X466.mp4,,4.31
15933,양육,9822,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630744/MOV000257181_700X466.mp4,,4.31
15934,양육,9823,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630743/MOV000257195_700X466.mp4,,4.31
15935,양육,9990,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630740/MOV000257898_700X466.mp4,,4.31
15936,양육,11758,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630745/MOV000256058_700X466.mp4,,4.31
15937,양육,11836,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630741/MOV000249618_700X466.mp4,,4.31
15938,양자,8195,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243390/MOV000257197_700X466.mp4,,12.28
15939,양장,7071,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733229/MOV000257199_700X466.mp4,,3.17
15940,양재,9824,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243392/MOV000257201_700X466.mp4,,10.48
15941,양젖,7072,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243393/MOV000257203_700X466.mp4,,13.41
15942,양주,11970,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243452/MOV000257321_700X466.mp4,,13.48
15943,양중,7842,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220812/1010124/MOV000360113_700X466.mp4,,3.69
15944,양지,7217,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243453/MOV000257323_700X466.mp4,,11.61
15945,양쪽,1969,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218833/MOV000238413_700X466.mp4,,7.91
15946,양쪽,1972,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218836/MOV000238419_700X466.mp4,,7.71
15947,양쪽,7218,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243454/MOV000257325_700X466.mp4,,10.71
15948,양쪽,9826,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243458/MOV000257333_700X466.mp4,,10.14
15949,양초,9940,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244079/MOV000258594_700X466.mp4,,14.42
15950,양초,11971,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735424/MOV000257327_700X466.mp4,,3.05
15951,양치,2000,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043258/MOV000361112_700X466.mp4,,2.59
15952,양치,10110,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218837/MOV000238421_700X466.mp4,,8.08
15953,양치질,2000,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221021/1043258/MOV000361112_700X466.mp4,,2.59
15954,양치질,10110,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218837/MOV000238421_700X466.mp4,,8.08
15955,양친,3609,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630011/MOV000244870_700X466.mp4,,3.67
15956,양친,4217,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630012/MOV000246256_700X466.mp4,,3.67
15957,양친,9170,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630010/MOV000254338_700X466.mp4,,3.67
15958,양친,9825,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630013/MOV000257329_700X466.mp4,,3.67
15959,양태부사,20234,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286108/MOV000286908_700X466.mp4,,5
15960,양털,3440,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230756/MOV000243842_700X466.mp4,,9.88
15961,양털,8186,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243377/MOV000257171_700X466.mp4,,14.65
15962,양파,7219,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735638/MOV000257331_700X466.mp4,,2.9
15963,양편,1969,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218833/MOV000238413_700X466.mp4,,7.91
15964,양편,1972,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218836/MOV000238419_700X466.mp4,,7.71
15965,양편,7218,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243454/MOV000257325_700X466.mp4,,10.71
15966,양편,9826,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243458/MOV000257333_700X466.mp4,,10.14
15967,양해,5993,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626553/MOV000256969_700X466.mp4,,4.04
15968,양해,7220,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243459/MOV000257335_700X466.mp4,,13.08
15969,양호실,3602,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233042/MOV000244850_700X466.mp4,,14.32
15970,얕다,7221,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243460/MOV000257337_700X466.mp4,,10.95
15971,얘기,2001,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218839/MOV000238425_700X466.mp4,,8.48
15972,얘기,10718,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241618/MOV000253691_700X466.mp4,,12.48
15973,어,3603,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632496/MOV000244852_700X466.mp4,,3.77
15974,어,9842,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632494/MOV000255139_700X466.mp4,,3.77
15975,어,10407,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632493/MOV000252512_700X466.mp4,,3.77
15976,어,11355,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632495/MOV000243142_700X466.mp4,,3.77
15977,어,20237,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286111/MOV000286916_700X466.mp4,어미,3.02
15978,어,20238,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286112/MOV000286918_700X466.mp4,어미,3.02
15979,어,20239,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286113/MOV000286920_700X466.mp4,어미,3.02
15980,어,20240,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286114/MOV000286922_700X466.mp4,어미,4.02
15981,어,20241,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286115/MOV000286924_700X466.mp4,어미,3.02
15982,어간,20242,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286116/MOV000286926_700X466.mp4,명사,6.9
15983,어근,20243,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286117/MOV000286929_700X466.mp4,명사,4.01
15984,어금닛소리,20244,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290198/MOV000286932_700X466.mp4,명사,3.01
15985,어긋나다,7222,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785448/MOV000357104_700X466.mp4,,4.22
15986,어긋나다,9878,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727538/MOV000257343_700X466.mp4,,3.17
15987,어기다,2149,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735135/MOV000240651_700X466.mp4,,2.97
15988,어기다,5783,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151229/236499/MOV000246418_700X466.mp4,,6.67
15989,어기다,9829,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243465/MOV000257347_700X466.mp4,,9.68
15990,어기다,10599,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160111/244549/MOV000259485_700X466.mp4,,11.51
15991,어기다,11972,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733473/MOV000257345_700X466.mp4,,2.74
15992,어기다,12024,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241917/MOV000254284_700X466.mp4,,11.35
15993,어기다,12222,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160105/241168/MOV000252801_700X466.mp4,,11.98
15994,어김없다,9769,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160923/344471/MOV000238427_700X466.mp4,,9.79
15995,어김없다,9770,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/346923/MOV000260263_700X466.mp4,,8.83
15996,어깨,7223,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735639/MOV000257349_700X466.mp4,,3.09
15997,어느,1549,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632012/MOV000240265_700X466.mp4,,3.34
15998,어느,3605,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632016/MOV000244856_700X466.mp4,,3.34
15999,어느,3606,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632017/MOV000244858_700X466.mp4,,3.34
16000,어느,7224,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632014/MOV000257351_700X466.mp4,,3.34
16001,어느,8800,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632015/MOV000260201_700X466.mp4,,3.34
16002,어느,10941,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632013/MOV000255978_700X466.mp4,,3.34
16003,어느,11628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632009/MOV000252529_700X466.mp4,,3.34
16004,어느,11629,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632011/MOV000252540_700X466.mp4,,3.34
16005,어느,12553,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632010/MOV000240131_700X466.mp4,,3.34
16006,어느것,2989,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233705/MOV000245186_700X466.mp4,,8.64
16007,어느덧,2002,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626526/MOV000253067_700X466.mp4,,4
16008,어느덧,3321,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626530/MOV000244878_700X466.mp4,,4
16009,어느덧,9830,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626528/MOV000257353_700X466.mp4,,4
16010,어느덧,11770,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626527/MOV000256676_700X466.mp4,,4
16011,어느덧,12656,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626529/MOV000245760_700X466.mp4,,4
16012,어느새,2002,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626526/MOV000253067_700X466.mp4,,4
16013,어느새,3321,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626530/MOV000244878_700X466.mp4,,4
16014,어느새,9830,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626528/MOV000257353_700X466.mp4,,4
16015,어느새,11770,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626527/MOV000256676_700X466.mp4,,4
16016,어느새,12656,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191011/626529/MOV000245760_700X466.mp4,,4
16017,어도,20245,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286119/MOV000286935_700X466.mp4,어미,3.02
16018,어도,20246,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286120/MOV000286937_700X466.mp4,어미,3.02
16019,어도비드림위버,15615,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270440/MOV000272826_700X466.mp4,,3.68
16020,어도비일러스트레이터,15616,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270441/MOV000272828_700X466.mp4,,3.5
16021,어둑하다,3604,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233044/MOV000244854_700X466.mp4,,8.91
16022,어둠,2003,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628062/MOV000238431_700X466.mp4,,3.44
16023,어둠,7255,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628065/MOV000257355_700X466.mp4,,3.44
16024,어둠,11241,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628064/MOV000241223_700X466.mp4,,3.44
16025,어둠,11653,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628061/MOV000254438_700X466.mp4,,3.44
16026,어둡다,2003,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628062/MOV000238431_700X466.mp4,,3.44
16027,어둡다,4202,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628063/MOV000247182_700X466.mp4,,3.44
16028,어둡다,7255,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628065/MOV000257355_700X466.mp4,,3.44
16029,어둡다,11241,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628064/MOV000241223_700X466.mp4,,3.44
16030,어둡다,11653,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628061/MOV000254438_700X466.mp4,,3.44
16031,어디,1549,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632012/MOV000240265_700X466.mp4,,3.34
16032,어디,3605,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632016/MOV000244856_700X466.mp4,,3.34
16033,어디,3606,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632017/MOV000244858_700X466.mp4,,3.34
16034,어디,7224,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632014/MOV000257351_700X466.mp4,,3.34
16035,어디,8799,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732429/MOV000243844_700X466.mp4,,3.04
16036,어디,8800,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632015/MOV000260201_700X466.mp4,,3.34
16037,어디,10941,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632013/MOV000255978_700X466.mp4,,3.34
16038,어디,11628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632009/MOV000252529_700X466.mp4,,3.34
16039,어디,11629,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632011/MOV000252540_700X466.mp4,,3.34
16040,어디,12553,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632010/MOV000240131_700X466.mp4,,3.34
16041,어떠하다,1549,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632012/MOV000240265_700X466.mp4,,3.34
16042,어떠하다,3605,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632016/MOV000244856_700X466.mp4,,3.34
16043,어떠하다,3606,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632017/MOV000244858_700X466.mp4,,3.34
16044,어떠하다,8800,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632015/MOV000260201_700X466.mp4,,3.34
16045,어떠하다,10941,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632013/MOV000255978_700X466.mp4,,3.34
16046,어떠하다,11628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632009/MOV000252529_700X466.mp4,,3.34
16047,어떠하다,11629,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632011/MOV000252540_700X466.mp4,,3.34
16048,어떠하다,12553,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632010/MOV000240131_700X466.mp4,,3.34
16049,어떤,1549,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632012/MOV000240265_700X466.mp4,,3.34
16050,어떤,3605,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632016/MOV000244856_700X466.mp4,,3.34
16051,어떤,3606,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632017/MOV000244858_700X466.mp4,,3.34
16052,어떤,7224,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632014/MOV000257351_700X466.mp4,,3.34
16053,어떤,8800,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632015/MOV000260201_700X466.mp4,,3.34
16054,어떤,10941,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632013/MOV000255978_700X466.mp4,,3.34
16055,어떤,11628,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632009/MOV000252529_700X466.mp4,,3.34
16056,어떤,11629,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632011/MOV000252540_700X466.mp4,,3.34
16057,어떤,12553,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/632010/MOV000240131_700X466.mp4,,3.34
16058,어떻게,7256,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785449/MOV000357105_700X466.mp4,,4.47
16059,어라,20247,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286121/MOV000286939_700X466.mp4,어미,3.02
16060,어라,20248,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286122/MOV000286941_700X466.mp4,어미,3.02
16061,어라,20249,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286123/MOV000286943_700X466.mp4,어미,3.02
16062,어려워하다,437,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628067/MOV000235835_700X466.mp4,,3.87
16063,어려워하다,2990,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233707/MOV000245190_700X466.mp4,,10.31
16064,어려워하다,7257,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628066/MOV000257359_700X466.mp4,,3.87
16065,어려워하다,12682,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628068/MOV000245188_700X466.mp4,,3.87
16066,어렴풋이,832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631936/MOV000237126_700X466.mp4,,4
16067,어렴풋이,1868,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631944/MOV000239993_700X466.mp4,,4
16068,어렴풋이,5870,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631940/MOV000246480_700X466.mp4,,4
16069,어렴풋이,11440,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631934/MOV000245170_700X466.mp4,,4
16070,어렵다,437,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628067/MOV000235835_700X466.mp4,,3.87
16071,어렵다,7257,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628066/MOV000257359_700X466.mp4,,3.87
16072,어렵다,12682,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191016/628068/MOV000245188_700X466.mp4,,3.87
16073,어루만지다,753,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151123/215388/MOV000236874_700X466.mp4,,7.01
16074,어루만지다,1461,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200813/728878/MOV000236542_700X466.mp4,,3.65
16075,어루만지다,3607,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233047/MOV000244860_700X466.mp4,,8.38
16076,어루만지다,8124,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733633/MOV000255988_700X466.mp4,,3.69
16077,어루만지다,8319,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242623/MOV000255685_700X466.mp4,,12.41
16078,어루만지다,10946,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242853/MOV000256136_700X466.mp4,,12.51
16079,어루만지다,12889,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160106/241449/MOV000253356_700X466.mp4,,11.41
16080,어류,3608,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233048/MOV000244862_700X466.mp4,,10.51
16081,어르신,7258,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243472/MOV000257361_700X466.mp4,,12.28
16082,어르신,7784,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732928/MOV000254130_700X466.mp4,,3.22
16083,어르신,12601,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218843/MOV000238433_700X466.mp4,,8.98
16084,어른,7258,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160109/243472/MOV000257361_700X466.mp4,,12.28
16085,어른,7784,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/732928/MOV000254130_700X466.mp4,,3.22
16086,어른,12601,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218843/MOV000238433_700X466.mp4,,8.98
16087,어리다,11883,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733462/MOV000254971_700X466.mp4,,3.42
16088,어리둥절하다,3486,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233958/MOV000245296_700X466.mp4,,8.54
16089,어리석다,9831,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242264/MOV000254973_700X466.mp4,,10.01
16090,어리석다,11832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040176/MOV000360653_700X466.mp4,,3.19
16091,어린아이,9832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632957/MOV000254975_700X466.mp4,,4
16092,어린아이,10705,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632958/MOV000252824_700X466.mp4,,4
16093,어린아이,10938,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632964/MOV000255846_700X466.mp4,,4
16094,어린아이,11291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632965/MOV000238309_700X466.mp4,,4
16095,어린아이,11292,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632967/MOV000238519_700X466.mp4,,4
16096,어린아이,12616,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632968/MOV000245654_700X466.mp4,,4
16097,어린아이,12663,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632966/MOV000244864_700X466.mp4,,4
16098,어린아이,12807,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632959/MOV000255996_700X466.mp4,,4
16099,어린애,10705,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632958/MOV000252824_700X466.mp4,,4
16100,어린애,10938,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632964/MOV000255846_700X466.mp4,,4
16101,어린애,11291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632965/MOV000238309_700X466.mp4,,4
16102,어린애,11292,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632967/MOV000238519_700X466.mp4,,4
16103,어린애,12616,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632968/MOV000245654_700X466.mp4,,4
16104,어린애,12663,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632966/MOV000244864_700X466.mp4,,4
16105,어린애,12807,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632959/MOV000255996_700X466.mp4,,4
16106,어린이,9832,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632957/MOV000254975_700X466.mp4,,4
16107,어린이,10705,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632958/MOV000252824_700X466.mp4,,4
16108,어린이,10938,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632964/MOV000255846_700X466.mp4,,4
16109,어린이,11291,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632965/MOV000238309_700X466.mp4,,4
16110,어린이,11292,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632967/MOV000238519_700X466.mp4,,4
16111,어린이,12616,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632968/MOV000245654_700X466.mp4,,4
16112,어린이,12663,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632966/MOV000244864_700X466.mp4,,4
16113,어린이,12807,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191031/632959/MOV000255996_700X466.mp4,,4
16114,어린이날,8212,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1004477/MOV000359651_700X466.mp4,,3.69
16115,어림없다,3487,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201211/785123/MOV000356979_700X466.mp4,,5.01
16116,어마어마하다,8213,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735664/MOV000254979_700X466.mp4,,2.94
16117,어말,20250,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286124/MOV000286945_700X466.mp4,명사,4.01
16118,어말어미,20251,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286125/MOV000286948_700X466.mp4,,5.01
16119,어머,11417,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735740/MOV000244866_700X466.mp4,,2.59
16120,어머나,12664,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151223/233051/MOV000244868_700X466.mp4,,7.11
16121,어머니,2243,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624374/MOV000238631_700X466.mp4,,3.77
16122,어머니,3441,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624376/MOV000243846_700X466.mp4,,3.77
16123,어머니,8214,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624375/MOV000254981_700X466.mp4,,3.77
16124,어머니,11082,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624377/MOV000241424_700X466.mp4,,3.77
16125,어문규범,20252,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286126/MOV000286953_700X466.mp4,,6.01
16126,어미,2243,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624374/MOV000238631_700X466.mp4,,3.77
16127,어미,3441,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624376/MOV000243846_700X466.mp4,,3.77
16128,어미,8214,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624375/MOV000254981_700X466.mp4,,3.77
16129,어미,11082,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624377/MOV000241424_700X466.mp4,,3.77
16130,어미,20253,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290199/MOV000286958_700X466.mp4,명사,3
16131,어미변화,20254,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286128/MOV000286961_700X466.mp4,명사,5.01
16132,어민,2627,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218979/MOV000238521_700X466.mp4,,9.98
16133,어민,8215,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042292/MOV000360941_700X466.mp4,,4.29
16134,어버이,3609,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630011/MOV000244870_700X466.mp4,,3.67
16135,어버이,4217,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630012/MOV000246256_700X466.mp4,,3.67
16136,어버이,9170,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630010/MOV000254338_700X466.mp4,,3.67
16137,어버이,9825,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630013/MOV000257329_700X466.mp4,,3.67
16138,어법,20255,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286129/MOV000286965_700X466.mp4,명사,4.01
16139,어법대로적기,20256,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286130/MOV000286968_700X466.mp4,,7.01
16140,어부,2627,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151129/218979/MOV000238521_700X466.mp4,,9.98
16141,어부,8215,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221019/1042292/MOV000360941_700X466.mp4,,4.29
