,kor,no,url,part,video_sec,video_link
16522,여름내,2896,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233579/MOV000245132_700X466.mp4,,12.18,여름내_(16522).mp4
16523,여름내,8562,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238304/MOV000247256_700X466.mp4,,10.41,여름내_(16523).mp4
16524,여름철,2897,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233580/MOV000245134_700X466.mp4,,11.58,여름철_(16524).mp4
16525,여름철,5757,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160101/238303/MOV000247254_700X466.mp4,,14.68,여름철_(16525).mp4
16526,여름휴가,12073,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009690/MOV000360000_700X466.mp4,,4.19,여름휴가_(16526).mp4
16527,여린입천장,20318,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/290228/MOV000287131_700X466.mp4,명사,3.0,여린입천장_(16527).mp4
16528,여린입천장소리,20319,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286193/MOV000287134_700X466.mp4,명사,5.02,여린입천장소리_(16528).mp4
16529,여물다,360,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629715/MOV000235511_700X466.mp4,,4.14,여물다_(16529).mp4
16530,여물다,2706,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629713/MOV000244994_700X466.mp4,,4.14,여물다_(16530).mp4
16531,여물다,9404,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630114/MOV000235137_700X466.mp4,,3.4,여물다_(16531).mp4
16532,여물다,10356,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629712/MOV000251196_700X466.mp4,,4.14,여물다_(16532).mp4
16533,여물다,10806,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629716/MOV000255574_700X466.mp4,,4.14,여물다_(16533).mp4
16534,여물다,10807,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630115/MOV000255576_700X466.mp4,,3.4,여물다_(16534).mp4
16535,여물다,11485,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629710/MOV000248494_700X466.mp4,,4.14,여물다_(16535).mp4
16536,여물다,12322,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629714/MOV000258832_700X466.mp4,,4.14,여물다_(16536).mp4
16537,여물다,12431,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629709/MOV000249524_700X466.mp4,,4.14,여물다_(16537).mp4
16538,여물다,12749,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629711/MOV000251018_700X466.mp4,,4.14,여물다_(16538).mp4
16539,여미하다,12513,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632435/MOV000237785_700X466.mp4,,3.67,여미하다_(16539).mp4
16540,여배우,2940,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233687/MOV000245150_700X466.mp4,,8.11,여배우_(16540).mp4
16541,여배우,11885,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242569/MOV000255578_700X466.mp4,,12.11,여배우_(16541).mp4
16542,여복,2898,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233581/MOV000245136_700X466.mp4,,8.38,여복_(16542).mp4
16543,여분,3714,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220727/1001910/MOV000359487_700X466.mp4,,4.02,여분_(16543).mp4
16544,여분,3751,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160102/239361/MOV000249216_700X466.mp4,,10.68,여분_(16544).mp4
16545,여분,8477,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242570/MOV000255580_700X466.mp4,,11.78,여분_(16545).mp4
16546,여비,8478,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242571/MOV000255582_700X466.mp4,,14.48,여비_(16546).mp4
16547,여생,2899,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233681/MOV000245138_700X466.mp4,,10.68,여생_(16547).mp4
16548,여섯,12841,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009786/MOV000360083_700X466.mp4,,3.35,여섯_(16548).mp4
16549,여성,1648,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222955/MOV000240321_700X466.mp4,,8.71,여성_(16549).mp4
16550,여성,2942,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631983/MOV000245154_700X466.mp4,,10.5,여성_(16550).mp4
16551,여성,5319,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235868/MOV000246146_700X466.mp4,,7.21,여성_(16551).mp4
16552,여성,9123,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241930/MOV000254310_700X466.mp4,,12.78,여성_(16552).mp4
16553,여성,11420,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345886/MOV000245156_700X466.mp4,,6.42,여성_(16553).mp4
16554,여성,12687,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735443/MOV000245334_700X466.mp4,,2.99,여성_(16554).mp4
16555,여성,24034,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631929/MOV000260440_700X466.mp4,,4.0,여성_(16555).mp4
16556,여성,24035,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631930/MOV000260441_700X466.mp4,,4.0,여성_(16556).mp4
16557,여성가족부,8479,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733383/MOV000255586_700X466.mp4,,3.3,여성가족부_(16557).mp4
16558,여성단체,2997,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233817/MOV000245212_700X466.mp4,,7.11,여성단체_(16558).mp4
16559,여성단체,11886,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733663/MOV000255584_700X466.mp4,,3.24,여성단체_(16559).mp4
16560,여성부,2900,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005064/MOV000359792_700X466.mp4,,4.02,여성부_(16560).mp4
16561,여성학,2901,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233684/MOV000245144_700X466.mp4,,11.11,여성학_(16561).mp4
16562,여순경,10140,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233444/MOV000245060_700X466.mp4,,12.01,여순경_(16562).mp4
16563,여식,2902,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627576/MOV000245146_700X466.mp4,,3.77,여식_(16563).mp4
16564,여식,6756,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627575/MOV000251200_700X466.mp4,,3.77,여식_(16564).mp4
16565,여신,2275,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219346/MOV000238647_700X466.mp4,,9.44,여신_(16565).mp4
16566,여아,3448,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230765/MOV000243860_700X466.mp4,,8.84,여아_(16566).mp4
16567,여왕,8480,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734986/MOV000255588_700X466.mp4,,2.85,여왕_(16567).mp4
16568,여왕벌,2903,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233686/MOV000245148_700X466.mp4,,13.78,여왕벌_(16568).mp4
16569,여우,2940,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233687/MOV000245150_700X466.mp4,,8.11,여우_(16569).mp4
16570,여우,8223,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242575/MOV000255590_700X466.mp4,,14.28,여우_(16570).mp4
16571,여우,11472,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221018/1041778/MOV000360839_700X466.mp4,,3.52,여우_(16571).mp4
16572,여우,11885,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242569/MOV000255578_700X466.mp4,,12.11,여우_(16572).mp4
16573,여위다,2281,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624381/MOV000241709_700X466.mp4,,3.77,여위다_(16573).mp4
16574,여위다,5853,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624382/MOV000245950_700X466.mp4,,3.77,여위다_(16574).mp4
16575,여위다,7013,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624383/MOV000256889_700X466.mp4,,3.77,여위다_(16575).mp4
16576,여위다,10808,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191004/624384/MOV000255592_700X466.mp4,,3.77,여위다_(16576).mp4
16577,여유,556,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630193/MOV000236772_700X466.mp4,,3.77,여유_(16577).mp4
16578,여의다,2941,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233688/MOV000245152_700X466.mp4,,8.11,여의다_(16578).mp4
16579,여인,1648,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222955/MOV000240321_700X466.mp4,,8.71,여인_(16579).mp4
16580,여인,2942,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631983/MOV000245154_700X466.mp4,,10.5,여인_(16580).mp4
16581,여인,5319,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235868/MOV000246146_700X466.mp4,,7.21,여인_(16581).mp4
16582,여인,9123,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241930/MOV000254310_700X466.mp4,,12.78,여인_(16582).mp4
16583,여인,11420,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345886/MOV000245156_700X466.mp4,,6.42,여인_(16583).mp4
16584,여인,12687,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735443/MOV000245334_700X466.mp4,,2.99,여인_(16584).mp4
16585,여자,1648,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151206/222955/MOV000240321_700X466.mp4,,8.71,여자_(16585).mp4
16586,여자,2942,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631983/MOV000245154_700X466.mp4,,10.5,여자_(16586).mp4
16587,여자,5319,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151228/235868/MOV000246146_700X466.mp4,,7.21,여자_(16587).mp4
16588,여자,9123,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/241930/MOV000254310_700X466.mp4,,12.78,여자_(16588).mp4
16589,여자,11420,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345886/MOV000245156_700X466.mp4,,6.42,여자_(16589).mp4
16590,여자,12687,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735443/MOV000245334_700X466.mp4,,2.99,여자_(16590).mp4
16591,여자,24034,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631929/MOV000260440_700X466.mp4,,4.0,여자_(16591).mp4
16592,여자,24035,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631930/MOV000260441_700X466.mp4,,4.0,여자_(16592).mp4
16593,여전하다,1378,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151121/214101/MOV000236283_700X466.mp4,,13.68,여전하다_(16593).mp4
16594,여전하다,2933,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151222/232530/MOV000244618_700X466.mp4,,7.38,여전하다_(16594).mp4
16595,여전하다,8363,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242634/MOV000255706_700X466.mp4,,11.91,여전하다_(16595).mp4
16596,여전하다,8693,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735230/MOV000259634_700X466.mp4,,3.74,여전하다_(16596).mp4
16597,여전하다,9720,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345527/MOV000243350_700X466.mp4,,7.33,여전하다_(16597).mp4
16598,여전하다,12465,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151118/211811/MOV000235277_700X466.mp4,,9.78,여전하다_(16598).mp4
16599,여쭈다,1546,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629994/MOV000240259_700X466.mp4,,3.67,여쭈다_(16599).mp4
16600,여쭈다,2542,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629996/MOV000238889_700X466.mp4,,3.67,여쭈다_(16600).mp4
16601,여쭈다,6285,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629993/MOV000250832_700X466.mp4,,3.67,여쭈다_(16601).mp4
16602,여쭈다,9094,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629992/MOV000258834_700X466.mp4,,3.67,여쭈다_(16602).mp4
16603,여쭈다,11293,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629999/MOV000238649_700X466.mp4,,3.67,여쭈다_(16603).mp4
16604,여쭈다,11447,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629998/MOV000245026_700X466.mp4,,3.67,여쭈다_(16604).mp4
16605,여쭈다,11634,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629995/MOV000250693_700X466.mp4,,3.67,여쭈다_(16605).mp4
16606,여쭙다,1546,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629994/MOV000240259_700X466.mp4,,3.67,여쭙다_(16606).mp4
16607,여쭙다,2542,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629996/MOV000238889_700X466.mp4,,3.67,여쭙다_(16607).mp4
16608,여쭙다,6285,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629993/MOV000250832_700X466.mp4,,3.67,여쭙다_(16608).mp4
16609,여쭙다,9094,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629992/MOV000258834_700X466.mp4,,3.67,여쭙다_(16609).mp4
16610,여쭙다,11293,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629999/MOV000238649_700X466.mp4,,3.67,여쭙다_(16610).mp4
16611,여쭙다,11447,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629998/MOV000245026_700X466.mp4,,3.67,여쭙다_(16611).mp4
16612,여쭙다,11634,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/629995/MOV000250693_700X466.mp4,,3.67,여쭙다_(16612).mp4
16613,여탕,8364,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242635/MOV000255708_700X466.mp4,,15.42,여탕_(16613).mp4
16614,여태,3428,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233941/MOV000245262_700X466.mp4,,7.58,여태_(16614).mp4
16615,여태껏,2276,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219348/MOV000238651_700X466.mp4,,7.48,여태껏_(16615).mp4
16616,여하튼,9270,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219349/MOV000238653_700X466.mp4,,9.58,여하튼_(16616).mp4
16617,여학교,2757,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233428/MOV000245028_700X466.mp4,,9.24,여학교_(16617).mp4
16618,여학생,2758,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233429/MOV000245030_700X466.mp4,,10.78,여학생_(16618).mp4
16619,여행,8365,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629662/MOV000255710_700X466.mp4,,3.8,여행_(16619).mp4
16620,여행사,3206,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732135/MOV000238731_700X466.mp4,,3.67,여행사_(16620).mp4
16621,여행자,2759,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040361/MOV000360760_700X466.mp4,,3.52,여행자_(16621).mp4
16622,여행지,3207,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732139/MOV000238733_700X466.mp4,,3.72,여행지_(16622).mp4
16623,역,2760,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200820/732114/MOV000245034_700X466.mp4,,3.77,역_(16623).mp4
16624,역,3208,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219489/MOV000238735_700X466.mp4,,9.78,역_(16624).mp4
16625,역겹다,8367,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242638/MOV000255714_700X466.mp4,,13.11,역겹다_(16625).mp4
16626,역겹다,12802,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009746/MOV000360043_700X466.mp4,,3.02,역겹다_(16626).mp4
16627,역도,8368,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/734980/MOV000255716_700X466.mp4,,3.82,역도_(16627).mp4
16628,역력하다,11612,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191028/631903/MOV000251379_700X466.mp4,,4.04,역력하다_(16628).mp4
16629,역사,8369,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191021/629663/MOV000255718_700X466.mp4,,3.99,역사_(16629).mp4
16630,역사문법,20320,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286194/MOV000287138_700X466.mp4,,6.02,역사문법_(16630).mp4
16631,역사성,20321,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286195/MOV000287142_700X466.mp4,명사,4.02,역사성_(16631).mp4
16632,역사언어학,20322,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286196/MOV000287145_700X466.mp4,,6.01,역사언어학_(16632).mp4
16633,역사적,3209,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219490/MOV000238737_700X466.mp4,,9.11,역사적_(16633).mp4
16634,역사책,3210,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219491/MOV000238739_700X466.mp4,,8.84,역사책_(16634).mp4
16635,역설,3211,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219492/MOV000238741_700X466.mp4,,8.14,역설_(16635).mp4
16636,역시,10366,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200811/727508/MOV000246514_700X466.mp4,,3.17,역시_(16636).mp4
16637,역임,1502,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200824/735125/MOV000241769_700X466.mp4,,2.99,역임_(16637).mp4
16638,역임,3429,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233942/MOV000245264_700X466.mp4,,7.51,역임_(16638).mp4
16639,역적,3115,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005074/MOV000359802_700X466.mp4,,4.52,역적_(16639).mp4
16640,역적,3212,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219493/MOV000238743_700X466.mp4,,12.98,역적_(16640).mp4
16641,역전,3449,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151219/230865/MOV000243862_700X466.mp4,,7.17,역전_(16641).mp4
16642,역할,8,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151119/212587/MOV000235641_700X466.mp4,,8.98,역할_(16642).mp4
16643,역할,183,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151117/211418/MOV000235085_700X466.mp4,,8.64,역할_(16643).mp4
16644,역할,2117,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/259936/MOV000268621_700X466.mp4,,4.92,역할_(16644).mp4
16645,역할,2761,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233432/MOV000245036_700X466.mp4,,7.48,역할_(16645).mp4
16646,역할,9624,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160110/244065/MOV000258535_700X466.mp4,,13.91,역할_(16646).mp4
16647,역할,9845,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242419/MOV000255281_700X466.mp4,,11.88,역할_(16647).mp4
16648,역할,10260,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151128/218193/MOV000238123_700X466.mp4,,8.38,역할_(16648).mp4
16649,역할,12015,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160107/242314/MOV000255073_700X466.mp4,,11.45,역할_(16649).mp4
16650,연,12072,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20221014/1040235/MOV000360673_700X466.mp4,,4.16,연_(16650).mp4
16651,연각,16755,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200902/739682/MOV000356680_700X466.mp4,,3.0,연각_(16651).mp4
16652,연간,3213,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219494/MOV000238745_700X466.mp4,,11.95,연간_(16652).mp4
16653,연거푸,7833,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191018/628600/MOV000254160_700X466.mp4,,3.67,연거푸_(16653).mp4
16654,연거푸,11448,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233433/MOV000245038_700X466.mp4,,6.51,연거푸_(16654).mp4
16655,연결,8408,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632442/MOV000255737_700X466.mp4,,3.5,연결_(16655).mp4
16656,연결,12688,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632441/MOV000245040_700X466.mp4,,3.5,연결_(16656).mp4
16657,연결,15725,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/271342/MOV000273159_700X466.mp4,,3.85,연결_(16657).mp4
16658,연결가능프로그램,15629,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/270553/MOV000272867_700X466.mp4,,5.18,연결가능프로그램_(16658).mp4
16659,연결되다,3214,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219495/MOV000238747_700X466.mp4,,10.71,연결되다_(16659).mp4
16660,연결어,20323,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286197/MOV000287149_700X466.mp4,명사,4.01,연결어_(16660).mp4
16661,연결어미,20324,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286198/MOV000287152_700X466.mp4,,5.0,연결어미_(16661).mp4
16662,연고,2762,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233435/MOV000245042_700X466.mp4,,10.68,연고_(16662).mp4
16663,연고,14709,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/263992/MOV000270199_700X466.mp4,,5.18,연고_(16663).mp4
16664,연관,2129,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200812/728259/MOV000249158_700X466.mp4,,3.5,연관_(16664).mp4
16665,연관,8408,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632442/MOV000255737_700X466.mp4,,3.5,연관_(16665).mp4
16666,연구,8371,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733345/MOV000255726_700X466.mp4,,3.3,연구_(16666).mp4
16667,연구개음,20325,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160325/286199/MOV000287156_700X466.mp4,명사,4.02,연구개음_(16667).mp4
16668,연구소,2763,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20201210/784512/MOV000356936_700X466.mp4,,4.76,연구소_(16668).mp4
16669,연구실,2764,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220801/1005059/MOV000359787_700X466.mp4,,4.19,연구실_(16669).mp4
16670,연극,1146,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630802/MOV000237829_700X466.mp4,,3.67,연극_(16670).mp4
16671,연극,7604,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630801/MOV000259461_700X466.mp4,,3.67,연극_(16671).mp4
16672,연극,8372,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630800/MOV000255728_700X466.mp4,,3.67,연극_(16672).mp4
16673,연극,10451,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630799/MOV000252546_700X466.mp4,,3.67,연극_(16673).mp4
16674,연극,10497,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191025/630798/MOV000247636_700X466.mp4,,3.67,연극_(16674).mp4
16675,연기,2765,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233439/MOV000245050_700X466.mp4,,11.48,연기_(16675).mp4
16676,연기,7322,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240395/MOV000251275_700X466.mp4,,9.84,연기_(16676).mp4
16677,연기,8373,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242647/MOV000255732_700X466.mp4,,14.92,연기_(16677).mp4
16678,연기,11463,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220802/1005906/MOV000359908_700X466.mp4,,4.02,연기_(16678).mp4
16679,연기,11638,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160104/240168/MOV000250864_700X466.mp4,,11.48,연기_(16679).mp4
16680,연기,12893,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242646/MOV000255730_700X466.mp4,,13.01,연기_(16680).mp4
16681,연기,23964,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242648/MOV000255733_700X466.mp4,,13.78,연기_(16681).mp4
16682,연기자,9130,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630003/MOV000254848_700X466.mp4,,3.34,연기자_(16682).mp4
16683,연꽃,12082,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242649/MOV000255735_700X466.mp4,,18.29,연꽃_(16683).mp4
16684,연년생,3430,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233943/MOV000245266_700X466.mp4,,15.92,연년생_(16684).mp4
16685,연단,7580,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200821/733630/MOV000251022_700X466.mp4,,3.02,연단_(16685).mp4
16686,연락,8408,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191029/632442/MOV000255737_700X466.mp4,,3.5,연락_(16686).mp4
16687,연락처,3252,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151130/219496/MOV000238749_700X466.mp4,,10.01,연락처_(16687).mp4
16688,연령,2419,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630164/MOV000244030_700X466.mp4,,4.0,연령_(16688).mp4
16689,연령,9746,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630163/MOV000248940_700X466.mp4,,4.0,연령_(16689).mp4
16690,연령,10811,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630166/MOV000255739_700X466.mp4,,4.0,연령_(16690).mp4
16691,연령,10814,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630167/MOV000255856_700X466.mp4,,4.0,연령_(16691).mp4
16692,연령,11407,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191022/630165/MOV000245754_700X466.mp4,,4.0,연령_(16692).mp4
16693,연로,6742,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627558/MOV000250600_700X466.mp4,,3.87,연로_(16693).mp4
16694,연로,10812,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20191015/627559/MOV000255741_700X466.mp4,,3.87,연로_(16694).mp4
16695,연료,12100,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160108/242653/MOV000255743_700X466.mp4,,14.68,연료_(16695).mp4
16696,연립주택,3431,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233944/MOV000245268_700X466.mp4,,8.91,연립주택_(16696).mp4
16697,연마,11201,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20160924/345447/MOV000240145_700X466.mp4,,5.0,연마_(16697).mp4
16698,연마,12689,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20151224/233440/MOV000245052_700X466.mp4,,8.18,연마_(16698).mp4
16699,연말,2766,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20220811/1009606/MOV000359940_700X466.mp4,,4.02,연말_(16699).mp4
16700,연맹,3253,http://sldict.korean.go.kr/multimedia/multimedia_files/convert/20200825/735551/MOV000238751_700X466.mp4,,3.17,연맹_(16700).mp4
